pub_date	title	venue	excerpt	citation	paper_url
2019-10-21  ΔNN: Power-Efficient Neural Network Acceleration Using Differential Weights IEEE Micro  accelarator H. Mahdiani, A. Khadem, A. Ghanbari, M. Modarressi, <b>F. Fatahi Bayat</b>, and M. Daneshtalab, "ΔNN: Power-efficient Neural Network Acceleration using Differential Weights," <i>IEEE Computer Micro,<i> 2019.  http://FarimaFatahi.github.io/files/paper1.pdf  
